"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Glyma.05G160900.Wm82.a4.v1",60.4254790194272,-3.32694433158967,0.354811457953759,-9.37665415535498,6.80994375490106e-21,2.9274594223455e-20
"Glyma.05G161000.Wm82.a4.v1",1936.27040429875,-0.235241434494878,0.0757120523290162,-3.10705399283864,0.00188961882731704,0.0032956308850716
"Glyma.05G161100.Wm82.a4.v1",12.8237484673911,3.01587889162484,0.724225856671515,4.16427950458104,3.12337303389117e-05,6.43989199990253e-05
"Glyma.05G161400.Wm82.a4.v1",5.77133487647012,6.04369706736861,1.44265760485978,4.18928028869056,2.79840578877783e-05,5.79406275364665e-05
"Glyma.05G161500.Wm82.a4.v1",28.1527307095031,-2.07747038063686,0.4411107630351,-4.70963430214818,2.48161648470876e-06,5.55906663035006e-06
"Glyma.05G161600.Wm82.a4.v1",2359.73237399976,5.25472862890261,0.10768035446458,48.7993251418119,0,0
"Glyma.05G161700.Wm82.a4.v1",132.774723424653,0.953169521333793,0.215618565434754,4.42062824883333,9.8414355800077e-06,2.11531874234389e-05
"Glyma.05G162100.Wm82.a4.v1",186.752570184224,1.37392771697226,0.184308440462766,7.45450242822616,9.02076152513006e-14,2.99248687004882e-13
"Glyma.05G162300.Wm82.a4.v1",216.026499337309,2.50994916134576,0.172600836961618,14.5419292601918,6.57141673331455e-48,5.63327807923514e-47
"Glyma.05G162800.Wm82.a4.v1",152.456383608727,0.873888980080851,0.207930357396562,4.20279650851647,2.63637573581616e-05,5.46960546467836e-05
"Glyma.05G163400.Wm82.a4.v1",167.185919147115,-2.09837896521294,0.217650738273962,-9.6410376636153,5.36429467113772e-22,2.38475836783561e-21
"Glyma.05G163700.Wm82.a4.v1",33.5112024434435,-1.59764885200841,0.437788020374009,-3.64936630893534,0.000262888011754487,0.000500344165379203
"Glyma.05G164200.Wm82.a4.v1",15.2589008538334,-2.72417821247191,0.6916976057385,-3.93839474052163,8.20285650377615e-05,0.000163300987643917
"Glyma.05G164500.Wm82.a4.v1",1115.38782955897,-0.827939903219987,0.1027816079319,-8.05533129787731,7.92638231991548e-16,2.85385802765925e-15
"Glyma.05G165100.Wm82.a4.v1",1541.15968182896,-0.740602859047427,0.0838572449270775,-8.83170988614588,1.03087538800746e-18,4.12371853274717e-18
"Glyma.05G165200.Wm82.a4.v1",59.8701882464326,0.928800559901513,0.285916518765475,3.24850261856807,0.00116014140994286,0.00207290814609731
"Glyma.05G165300.Wm82.a4.v1",2005.98296014789,1.14937979283823,0.0817617503087046,14.0576710808974,6.91237787655699e-45,5.55239820557758e-44
"Glyma.05G165500.Wm82.a4.v1",719.994875217756,-1.86351142085834,0.110670157159402,-16.838427528157,1.2758194878023e-63,1.46595824459992e-62
"Glyma.05G165600.Wm82.a4.v1",482.051526929233,1.60191184790642,0.122143660786744,13.1149814700843,2.7024828024932e-39,1.9132309801223e-38
"Glyma.05G165700.Wm82.a4.v1",84.9193052048679,0.722610076090342,0.237740099455153,3.03949597794567,0.00236974366804408,0.00408043679042702
"Glyma.05G165800.Wm82.a4.v1",227.015867829703,0.507103918768222,0.15741848839288,3.2213745916719,0.00127577281994265,0.00226959303969016
"Glyma.05G166100.Wm82.a4.v1",207.690512004423,0.609718071768224,0.157019584459797,3.88307021615087,0.000103145766541205,0.000203602543946366
"Glyma.05G166200.Wm82.a4.v1",34.7277785337597,1.54904160074528,0.390028146926091,3.97161490254912,7.13870540085624e-05,0.000142924515294467
"Glyma.05G166300.Wm82.a4.v1",2885.11045543471,-1.83984015527018,0.0748235978043799,-24.5890362032616,1.65487835760555e-133,5.08093104786647e-132
"Glyma.05G166400.Wm82.a4.v1",57.4340199260893,-1.80893355994682,0.308777881575127,-5.85836508340282,4.67446144110322e-09,1.23859379140002e-08
"Glyma.05G166600.Wm82.a4.v1",7918.34497948092,0.300860452646635,0.0584853224633107,5.1442043913731,2.6865691631591e-07,6.41999835858652e-07
"Glyma.05G166700.Wm82.a4.v1",117.74028032341,-1.03576265799991,0.209095491754681,-4.95353892763555,7.28757708822611e-07,1.69212464950198e-06
